"Especie","Toneladas","Tamanho","Sexo","Dia","Mes","Ano","Latitude","Longitude"
"Outros",0.68,182.61,"F",21,11,2020,-28.7446053698659,-148.706390485168
"Tubarao Azul",2.95,183.53,"M",6,8,2018,-12.2204798832536,112.211655573919
"Outros",4.57,148.5,"F",21,7,2023,-15.5953612877056,102.332962509245
"Outros",3.47,166.41,"M",17,12,2019,9.56806937232614,-140.103716533631
"Albacora bandolim",5.66,164.63,"F",17,4,2023,45.6332624237984,-132.490677963942
"Albacora bandolim",0.62,185.04,"F",26,2,2018,-45.4424730408937,40.8100178651512
"Albacora branca",2.55,150.79,"M",28,10,2023,48.9104929380119,-12.0417699962854
"Outros",0.59,177.08,"F",5,12,2021,-10.5429267464206,-118.118684906512
"Albacora bandolim",1.12,189.99,"M",10,7,2022,-32.4469138355926,2.63695503585041
"Outros",6.84,181.65,"F",9,2,2018,-41.4347460446879,-155.738599626347
"Albacora laje",1.88,126.74,"F",8,10,2018,-34.0022728219628,-179.497346570715
"Albacora branca",4.8,160.76,"M",6,7,2021,-36.0011770622805,119.794935453683
"Outros",1.12,166.46,"M",4,7,2023,-32.388572730124,-29.525192566216
"Tubarao Azul",5.15,126.51,"F",27,5,2021,87.1341004455462,58.2908546179533
"Albacora bandolim",7.94,126.26,"M",14,9,2022,57.3173782043159,-28.5448955465108
"Outros",2.1,174.65,"M",15,10,2018,-45.5041107907891,10.9705779422075
"Meca",3.78,139.86,"F",5,9,2023,-35.8325326675549,-91.8420327734202
"Meca",2.75,155.39,"F",5,2,2020,-47.1126200119033,114.205609587952
"Tubarao Azul",5.71,153.3,"M",28,11,2022,-8.40228171553463,178.750323699787
"Albacora bandolim",5.37,183.91,"F",11,7,2020,42.4804475577548,-13.7209377810359
"Albacora bandolim",7.28,124.36,"M",21,6,2019,48.8187846075743,-59.9271945655346
"Albacora laje",1.37,161.38,"F",16,3,2018,-34.2842603288591,168.510297350585
"Meca",7.64,153.29,"M",21,6,2018,-10.0105853704736,97.6932730805129
"Albacora laje",6.64,136.52,"F",12,7,2023,-2.16403699479997,-25.7883377093822
"Albacora laje",4.92,185.52,"M",16,12,2018,-57.6688810670748,-46.8597034178674
"Tubarao Azul",0.89,161.54,"M",15,1,2018,-64.8593723913655,127.734205238521
"Albacora branca",5.45,136.7,"M",17,6,2019,5.49175083171576,147.521569831297
"Meca",7.38,169.89,"F",26,1,2023,-38.1676129996777,120.584595389664
"Tubarao Azul",7.86,162.17,"F",10,2,2021,-75.1109533198178,-163.124322155491
"Tubarao Azul",1.89,166.84,"F",12,2,2020,59.4346169382334,-47.5502749253064
"Tubarao Azul",0.62,176.16,"F",3,1,2019,-0.893609910272062,126.047033909708
"Albacora bandolim",5.84,168.7,"M",3,12,2023,-6.90150777809322,42.2883282601833
"Albacora laje",1.75,150.69,"F",25,12,2019,-9.90434935782105,-140.356165207922
"Albacora branca",4.16,116.91,"F",12,11,2020,67.4864174611866,-55.8362463768572
"Meca",7.37,149.67,"F",4,12,2018,-24.4156220275909,107.128896396607
"Meca",1.12,188.3,"F",1,9,2020,-6.54039116576314,-157.111552851275
"Albacora branca",7.08,180.58,"M",2,2,2022,-84.5822249958292,-14.0017724409699
"Albacora branca",3.42,170.91,"M",14,4,2020,-28.4850640967488,-116.205192217603
"Albacora bandolim",5.44,138.37,"M",2,7,2019,82.7451322646812,-115.101059619337
"Meca",7.88,150.27,"M",5,11,2021,80.8822244871408,-153.895192891359
"Tubarao Azul",1.26,130.44,"M",12,8,2020,85.9749852865934,30.5991314537823
"Meca",6.01,142.17,"F",2,8,2022,-57.7275859471411,7.39835028536618
"Albacora laje",1.21,166.5,"M",23,2,2021,-26.0619073128328,-1.00447378121316
"Albacora branca",7.1,185.03,"F",9,9,2019,10.1928540458903,81.4003046415746
"Tubarao Azul",6.43,156.15,"F",25,10,2023,-58.659679479897,59.9431939423084
"Albacora bandolim",2.14,146.92,"F",4,10,2019,-87.4407737888396,-17.6158293988556
"Albacora branca",5.66,146.98,"F",17,12,2020,-52.6573864230886,-26.2136550899595
"Albacora branca",6.33,176.43,"M",23,7,2022,-48.2081503467634,-117.419897373766
"Albacora bandolim",1.07,143.21,"F",25,9,2018,-36.9919926999137,8.66483816877007
"Albacora laje",0.91,116.34,"F",25,8,2018,-56.9622261961922,175.886764666066
"Meca",0.11,181.05,"M",13,1,2018,-12.0895878737792,103.446524748579
"Tubarao Azul",7.85,142.76,"F",25,8,2019,-70.4032369097695,-118.441200172529
"Tubarao Azul",1.43,146.37,"M",8,12,2019,82.0457216212526,44.3577219173312
"Albacora branca",0.48,189.05,"M",24,5,2020,-66.9065367802978,61.4146595075727
"Outros",1.33,139.93,"M",3,10,2020,9.96632657479495,-141.676540933549
"Outros",1.19,171.16,"F",5,7,2019,57.2643552906811,-19.7604409139603
"Albacora branca",0.65,150.08,"M",14,7,2020,-45.9277043491602,115.107016135007
"Meca",0.92,156.85,"M",7,8,2022,-10.5140933347866,78.0106308124959
"Tubarao Azul",1.9,138.87,"M",11,7,2022,-12.6003341982141,-174.984998200089
"Albacora bandolim",5.77,150.26,"F",10,9,2022,-37.6270643994212,-49.6931872610003
"Albacora bandolim",2.35,164.26,"F",12,10,2022,71.6782648628578,5.93261081725359
"Albacora branca",2.18,151.14,"M",15,4,2022,-58.2617206312716,56.4019621443003
"Albacora bandolim",1.86,161.97,"F",5,1,2021,-47.2305979812518,15.7131128199399
"Albacora laje",7.27,165.65,"F",22,6,2022,-31.3258520979434,-29.5754975639284
"Outros",0.22,178.88,"F",3,12,2021,-52.7886577136815,2.80239410698414
"Tubarao Azul",4.72,140.98,"F",9,10,2019,-66.6631767293438,-162.216058792546
"Albacora laje",5.54,173.52,"F",16,7,2019,-18.367648604326,-155.343950623646
"Tubarao Azul",7.09,156.07,"M",2,4,2023,-54.8086009500548,42.9595926403999
"Outros",2.81,143.21,"F",25,1,2023,86.2003741599619,84.8843456245959
"Tubarao Azul",6.29,176.14,"M",24,7,2020,-49.0940496185794,116.586983883753
"Outros",3.6,175.76,"F",12,8,2022,-50.9544240916148,-98.3626317512244
"Meca",5.94,182.84,"F",21,11,2021,-67.0319398166612,120.385293681175
"Tubarao Azul",7.67,163.09,"M",2,5,2020,80.9227570239455,81.3300383929163
"Albacora laje",4.62,156.28,"F",1,9,2021,-32.9772233543918,-146.713569788262
"Outros",3.05,163.79,"F",7,12,2018,81.703819767572,94.2013973649591
"Outros",4.08,182.12,"F",25,12,2022,-42.5331842713058,121.762481359765
"Outros",6.79,132.14,"M",14,12,2020,-69.7185638314113,-38.7830949760973
"Albacora bandolim",1.02,136.17,"M",24,8,2018,51.5460170572624,-178.962075551972
"Albacora laje",1.72,153.5,"F",16,2,2018,-23.0484913336113,90.1528683118522
"Albacora bandolim",2.26,180.84,"F",21,2,2018,-35.1123895961791,65.7981094624847
"Albacora bandolim",1.27,186.04,"F",9,3,2022,-37.793603092432,-147.782494872808
"Tubarao Azul",3.33,182.53,"M",12,11,2021,70.1333333412185,39.7426530718803
"Tubarao Azul",0.31,141.37,"F",25,9,2020,-63.4982977900654,165.646089473739
"Outros",4.97,142.62,"F",9,6,2022,63.4615425160155,-174.312609974295
"Albacora branca",2.48,168.26,"M",11,7,2020,75.8835471142083,38.0184815078974
"Albacora laje",5.17,176.28,"M",2,7,2023,73.9736519381404,-169.296472175047
"Meca",5.14,131.42,"M",9,6,2020,-70.0147517491132,178.077011117712
"Meca",4.52,165.36,"M",15,2,2022,42.5984969409183,35.5379943083972
"Albacora branca",5.38,142.12,"M",17,1,2022,-82.8469038661569,-162.008305275813
"Tubarao Azul",4.62,181.22,"M",24,8,2023,67.1759878098965,-57.9816278535873
"Outros",0.56,120.56,"F",8,4,2023,-6.86329996213317,-3.1082830298692
"Tubarao Azul",2.34,181.53,"M",27,10,2018,75.6206938158721,126.547271506861
"Albacora branca",0.65,132.22,"M",25,6,2020,-21.248327717185,-117.255957489833
"Meca",2.48,120.15,"M",15,7,2020,-69.8809455614537,-89.5203450880945
"Albacora laje",7.79,165.77,"M",7,6,2018,-52.0501842582598,10.2620187867433
"Meca",0.33,135.29,"F",5,6,2020,-48.0498708458617,-174.033000580966
"Meca",7.16,174.7,"M",7,12,2023,-57.6724812202156,29.0946357417852
"Albacora branca",3.7,170.57,"F",27,12,2023,-20.1745348842815,76.1131077446043
"Meca",2.29,151.23,"F",7,1,2022,12.1339040435851,135.792640205473
"Albacora bandolim",7.12,123.91,"F",16,4,2019,-27.5839845696464,-109.699564659968
"Tubarao Azul",3,135.02,"M",13,2,2020,-46.1635550949723,147.666301662102
"Albacora bandolim",5.3,127.38,"F",13,9,2019,-0.571898175403476,-99.714422179386
"Tubarao Azul",0.89,140.21,"M",17,6,2020,-41.0973914153874,-178.199196048081
"Outros",3.96,176.92,"F",9,2,2018,82.1873676544055,47.0683496911079
"Albacora bandolim",3.74,146.72,"F",9,9,2019,9.38270622398704,-92.3897607252002
"Albacora branca",0.6,151.02,"M",25,10,2021,9.25551922526211,90.2574160415679
"Tubarao Azul",3.68,157.83,"M",1,4,2023,-35.3539546625689,135.283240433782
"Outros",6.17,149.9,"M",13,10,2023,54.1610097885132,-4.95765684172511
"Meca",2.69,120.84,"M",11,3,2021,75.1796016097069,-167.458644770086
"Outros",5.68,152.42,"M",12,12,2020,-4.02285134419799,-9.63400167413056
"Albacora laje",3.38,182,"M",3,3,2019,-89.8484674701467,-44.2679907102138
"Albacora laje",7.96,152.76,"F",8,1,2020,-29.74666478578,-92.7367177046835
"Outros",0.7,153.16,"F",11,11,2020,-86.1586844595149,-137.098980015144
"Meca",7.42,157.51,"M",20,5,2019,87.5943281594664,-166.584796663374
"Tubarao Azul",3.05,154.92,"F",18,2,2022,86.9840720063075,106.624847715721
"Albacora branca",7.05,175.92,"F",4,10,2022,-59.0554092032835,-125.752535490319
"Tubarao Azul",3.68,181.89,"M",13,6,2022,-69.1197351878509,-79.1338461544365
"Meca",3.31,154.83,"F",22,5,2019,76.1928001977503,38.1473755650222
"Outros",5.59,151.91,"F",17,1,2021,82.9107416560873,-104.872471131384
"Tubarao Azul",7.05,182.75,"F",28,10,2019,-4.03788043186069,171.579453907907
"Albacora branca",4.23,173.83,"M",23,11,2018,-46.0701993014663,-168.517351141199
"Meca",3.92,185.03,"M",4,3,2022,-17.8585050674155,-140.05994707346
"Albacora laje",0.66,141.8,"M",20,9,2022,2.81506607774645,-40.9176175296307
"Albacora bandolim",7.65,155.9,"F",2,11,2018,-71.8223811266944,-23.3609621878713
"Albacora bandolim",0.36,182.42,"M",25,12,2022,-26.023393725045,-110.269874716178
"Albacora bandolim",0.58,182.55,"F",20,5,2023,-33.372016903013,-37.8076876234263
"Albacora bandolim",0.34,125.45,"F",15,5,2021,-88.914230056107,-1.35455000214279
"Albacora bandolim",5.59,182.6,"F",8,4,2022,70.5263973679394,-16.8985745217651
"Albacora bandolim",5.98,177.6,"M",9,11,2019,57.7873292192817,4.28042748011649
"Albacora branca",0.23,147.98,"M",26,2,2019,-23.2034187437966,48.0636530835181
"Albacora bandolim",4.89,162.33,"F",19,3,2022,-5.89199475478381,-170.195736307651
"Albacora laje",2.53,137.53,"M",15,4,2020,89.0492400946096,-119.282209826633
"Albacora laje",3.54,116.85,"F",22,4,2022,-42.1397341322154,-75.7858889736235
"Albacora bandolim",7.97,141.61,"F",5,2,2018,89.6290755132213,-123.56610850431
"Albacora branca",2.34,171.72,"F",16,12,2023,4.71521318424493,159.382464224473
"Tubarao Azul",3.87,150.58,"F",16,11,2022,69.0074173081666,-165.739162545651
"Albacora bandolim",2.07,129.99,"M",4,6,2022,-86.9171112868935,-54.3920495733619
"Albacora bandolim",2.71,186.03,"F",9,1,2019,-29.2547383904457,111.707376223058
"Albacora laje",0.74,174.01,"M",22,6,2021,-59.0637561120093,-175.5364786461
"Albacora laje",7.94,173.36,"M",3,11,2023,7.11092858109623,-178.042624527588
"Tubarao Azul",4.07,183.29,"F",6,1,2021,-46.1569065274671,-0.115320822224021
"Albacora bandolim",5.23,148.6,"M",17,8,2023,7.5885599758476,171.609366154298
"Albacora laje",5.97,167.42,"M",5,2,2022,-74.2945624468848,-128.425719207153
"Meca",4.4,155.55,"F",24,11,2019,-85.4541213763878,173.111966298893
"Albacora branca",4.9,169.38,"M",11,9,2023,71.8506709299982,-8.53149902075529
"Meca",4.95,184.66,"M",17,5,2021,-14.8215473396704,0.877223080024123
"Outros",5.24,157.25,"M",3,4,2018,48.1763381743804,-148.598385136575
"Albacora laje",3.48,168.66,"M",14,11,2022,-55.0744773074985,-31.3905446324497
"Tubarao Azul",3.55,134.9,"F",26,5,2018,-37.7169639151543,50.8098771236837
"Outros",7.39,154.81,"M",8,2,2018,81.6790557699278,23.0441606137902
"Outros",7.92,155,"M",3,7,2019,-33.6731868982315,80.0275534205139
"Albacora branca",1.85,142.77,"F",9,1,2023,-42.8802083060145,-62.0347692165524
"Albacora bandolim",2.36,136.2,"M",19,9,2018,-34.6971201477572,61.0967040807009
"Albacora bandolim",6.61,166.8,"F",14,7,2021,43.6178120551631,-38.7814087886363
"Albacora branca",4.6,134.74,"F",15,1,2018,69.8755125375465,-18.5023230314255
"Tubarao Azul",7.87,167.99,"F",9,4,2023,-33.9037864236161,-72.9397667292506
"Albacora laje",6.87,135.67,"M",6,9,2018,-27.1597735164687,52.4658917449415
"Meca",0.52,147.22,"F",19,4,2019,4.42339139990509,74.4561317190528
"Albacora bandolim",7.43,126.88,"M",17,11,2020,-9.46841151919216,59.0341597795486
"Meca",3.63,152.46,"F",22,6,2020,-50.9727664198726,33.5516777168959
"Outros",0.13,151.81,"M",7,3,2018,-65.797996642068,-108.981224996969
"Meca",1.14,185.98,"F",10,2,2021,7.3005059408024,-148.784438660368
"Albacora bandolim",2.43,145.88,"M",3,4,2019,88.6693988135085,-93.5214614868164
"Albacora laje",7.64,185.07,"F",9,3,2019,-24.7043837048113,166.975263096392
"Meca",5.13,168.46,"F",6,12,2019,-33.131242711097,-28.466733796522
"Albacora branca",1.36,188.5,"F",28,11,2023,-65.6101655261591,169.448720896617
"Albacora laje",6.08,127.92,"F",1,1,2022,-50.8713127858937,-19.3183670192957
"Outros",4.1,153.52,"F",22,6,2023,0.290949353948236,-94.1311021987349
"Outros",4.67,159.28,"F",20,5,2018,82.8680786071345,172.670336645097
"Albacora branca",6.95,166.5,"F",19,9,2022,54.5269865635782,-34.8211377393454
"Albacora laje",3.3,155.4,"M",26,11,2021,69.962594518438,-122.178964717314
"Meca",5.37,170.21,"F",6,8,2020,6.91523130051792,-84.2242906149477
"Outros",2.43,168.77,"F",14,10,2021,-64.4414588715881,-128.792670294642
"Tubarao Azul",6.94,184.66,"F",26,4,2022,-31.2019997136667,-79.7141456790268
"Outros",1.99,167.3,"F",5,3,2022,-50.7522013317794,35.4314431361854
"Albacora laje",5.78,162.52,"F",16,3,2021,-88.1433022487909,42.7080877684057
"Outros",0.24,181.49,"F",7,1,2020,-0.385789959691465,66.1031487956643
"Albacora laje",7.03,125.81,"F",2,12,2023,86.9175360398367,6.53704259544611
"Outros",6.82,115.38,"M",2,11,2021,-28.257891680114,-152.487330464646
"Albacora laje",0.32,132.55,"F",11,2,2023,72.6953739859164,-126.672322461382
"Meca",5.96,158.13,"M",27,12,2019,84.5141312945634,41.1972502246499
"Albacora bandolim",5.15,129.54,"M",3,1,2018,4.3096814956516,54.6657141856849
"Albacora laje",5.46,136.52,"F",2,11,2019,-32.6070045400411,-16.5081256069243
"Albacora laje",7.13,161.59,"M",28,4,2020,-47.0946798473597,93.7739550881088
"Albacora bandolim",5.31,181.51,"M",15,6,2022,-17.7631262177601,159.502263162285
"Albacora laje",4.07,184.98,"M",7,7,2021,-44.7711579082534,84.1511428356171
"Albacora laje",1.28,182.21,"F",22,4,2022,-30.074072862044,114.95646642521
"Albacora laje",4.1,145.58,"M",25,12,2018,-60.1393128745258,-173.961314437911
"Tubarao Azul",6.17,150.81,"M",18,6,2022,56.7426072992384,145.543943513185
"Albacora branca",2.46,149.76,"M",11,9,2019,-40.6712965713814,-45.7630308810622
"Albacora bandolim",4.64,182.21,"F",24,3,2023,-41.6001717885956,-156.380441682413
"Meca",3.8,138.45,"M",8,9,2022,-61.7661379370838,163.578871758655
"Albacora laje",2.46,152.56,"F",27,3,2021,-65.7486676331609,-140.021855430678
"Albacora laje",5.85,189.82,"F",4,1,2021,-47.8017382649705,-83.4895907342434
"Outros",5.09,134.45,"F",25,3,2023,-63.7285435153171,114.752854323015
"Albacora branca",2.66,188.1,"F",27,9,2021,52.8775493474677,-21.1305011250079
"Albacora bandolim",4.99,123.48,"M",15,2,2023,77.6974697504193,-158.488863827661
"Albacora laje",4.64,153.14,"M",3,2,2018,81.0716093145311,103.41246496886
"Albacora branca",1.85,149.65,"F",15,12,2018,42.7198576368392,-41.9671821780503
"Albacora bandolim",7.52,173.57,"M",4,2,2018,8.65281013771892,-86.5769650228322
"Tubarao Azul",6.09,179.43,"M",6,2,2022,-60.3288788348436,-16.5456008445472
"Outros",7.47,121.25,"F",19,12,2022,-25.804399154149,37.3675423208624
"Outros",5.24,137.28,"F",3,2,2018,69.267790694721,-57.2371524106711
"Meca",4.98,147.66,"M",26,5,2023,-53.0470017995685,89.0957226511091
"Meca",1.57,124,"M",25,1,2020,-15.6572925299406,62.7895962260664
"Albacora branca",1.96,168.46,"F",22,10,2020,2.50973262358457,52.7591019496322
"Tubarao Azul",1.13,137.63,"M",26,3,2020,-29.8867809120566,92.209961861372
"Tubarao Azul",0.28,167.64,"M",7,6,2023,50.8291944349185,175.12035118416
"Meca",0.21,164.54,"M",17,5,2018,-40.6524629378691,-39.4119850639254
"Albacora branca",2.58,178.03,"M",23,7,2018,-52.3395910486579,48.4003167506307
"Albacora laje",0.45,152.99,"M",14,2,2019,-49.8681002296507,144.014144008979
"Albacora bandolim",6.54,169.71,"F",14,3,2018,50.3224497148767,-15.7668798789382
"Albacora laje",0.97,153.39,"M",24,11,2021,78.0419592233375,7.26056973449886
"Albacora branca",2.62,182.38,"M",18,11,2022,-42.6907402463257,-105.334478784353
"Albacora branca",5.33,175.92,"F",15,4,2018,-10.7612152677029,47.4977334681898
"Albacora branca",4.74,187.4,"M",5,10,2023,-50.9794149454683,-89.142976468429
"Albacora bandolim",3.96,162.62,"M",18,9,2022,75.0085621280596,127.86465883255
"Albacora laje",1.81,117.18,"M",14,4,2023,89.7256888495758,127.345949113369
"Albacora bandolim",4.28,179.92,"M",21,1,2021,-56.9943371415138,75.4447782039642
"Albacora branca",6.78,115.96,"F",18,1,2021,65.4949380783364,3.28560177236795
"Outros",3.95,155.52,"F",1,6,2021,-22.2306186240166,-75.3457335289568
"Albacora laje",5.52,175.65,"M",23,8,2021,71.4057415723801,-66.2914049997926
"Outros",6.27,135.89,"F",13,12,2019,-46.8114375695586,172.328932341188
"Albacora branca",0.69,170.01,"F",9,12,2019,44.5599070005119,-172.303768945858
"Outros",1.66,148,"M",5,9,2023,88.5912190005183,-92.5789293833077
"Meca",4.08,135.16,"M",25,6,2020,1.5662063844502,-123.022979199886
"Outros",0.8,184.94,"M",18,1,2018,1.05019132141024,173.024746645242
"Albacora branca",7.08,165.87,"F",21,9,2023,-21.3750679604709,71.4986397139728
"Tubarao Azul",6.95,137.24,"F",14,2,2018,57.0816605631262,163.125768201426
"Albacora branca",3.5,182.93,"M",8,4,2022,0.99850301630795,71.0978684015572
"Tubarao Azul",1.15,166.31,"M",25,12,2020,9.42118942737579,-108.366895532236
"Meca",0.65,184.88,"F",8,11,2022,-88.8193933479488,99.1370445024222
"Albacora laje",6.16,154.98,"M",14,11,2019,-43.3066326007247,-171.030469257385
"Outros",3.57,172.43,"F",6,7,2019,-54.1310490528122,136.775747677311
"Meca",4.13,161.69,"M",19,11,2020,-21.6460271459073,-135.852611633018
"Albacora bandolim",2.68,155.24,"M",26,12,2021,0.885667889378965,-10.672362819314
"Tubarao Azul",1.6,171.35,"F",9,2,2023,-66.4534915192053,-48.7309859320521
"Albacora bandolim",7.73,173.83,"F",15,1,2023,-62.7934785559773,48.9173774141818
"Tubarao Azul",2.49,155.48,"M",23,2,2023,-88.2991486089304,-51.0655827540904
"Tubarao Azul",4.52,140.9,"F",6,4,2022,-42.3345946893096,-74.9918889719993
"Albacora laje",0.55,157.99,"F",5,8,2022,8.01930007059127,-84.0355384536088
"Tubarao Azul",5.55,146.84,"M",6,5,2019,-49.7966306749731,170.16136857681
"Albacora laje",0.78,172.2,"F",20,1,2019,-15.7110000355169,118.013884294778
"Albacora bandolim",6.86,127.53,"M",14,4,2021,50.6022125808522,-147.167087914422
"Albacora bandolim",6.46,181.59,"M",22,9,2020,-20.5312535958365,-123.858406171203
"Meca",2.64,123.5,"F",11,2,2021,8.07761804200709,83.0611406173557
"Outros",3.68,144.16,"M",1,5,2022,80.4388052970171,140.890096798539
"Albacora bandolim",7.85,163.77,"M",17,9,2022,-71.7291558394209,-47.5946628022939
"Outros",7.06,178.39,"M",3,10,2020,83.7966418499127,-34.4690128136426
"Meca",2.74,155.59,"M",11,3,2019,-1.1195234907791,-89.4441486429423
"Outros",1.79,129.68,"F",14,8,2019,-86.2413449026644,-80.1011633779854
"Albacora bandolim",5.91,126.89,"M",17,5,2022,-48.4269922832027,-167.372377552092
"Meca",3.38,137.58,"F",1,4,2020,-31.7714165523648,-33.8888537697494
"Tubarao Azul",0.4,153.23,"F",27,10,2020,-57.248308849521,142.024787887931
"Outros",2.02,137.04,"F",22,6,2022,9.67295866459608,-135.907513936982
"Tubarao Azul",2.07,117.35,"M",13,7,2022,-41.3512153085321,-151.032737419009
"Albacora bandolim",5.87,175.75,"M",7,8,2019,-66.9141577323899,-69.7702730912715
"Albacora laje",7.29,144.17,"M",19,4,2021,-89.8217441188172,131.749974545091
"Albacora laje",1.98,186.77,"F",3,6,2021,-38.1277922540903,-134.885422233492
"Albacora bandolim",6.26,139.26,"F",28,1,2020,-34.159954902716,-113.980112588033
"Albacora bandolim",0.59,176.8,"M",7,4,2023,-85.2710150973871,157.392829237506
"Meca",1.05,131.82,"F",17,4,2022,-86.9812158728018,57.9521581716835
"Albacora bandolim",4.32,121.04,"F",26,1,2022,-20.7796689402312,40.9392611961812
"Albacora branca",7.23,152.34,"M",16,9,2023,-41.8572139134631,-76.8851982895285
"Albacora bandolim",4.68,183.23,"F",10,7,2018,73.6624806141481,69.8022062145174
"Tubarao Azul",2.3,139.38,"F",5,10,2019,-31.6211569821462,-114.108314467594
"Meca",7.48,133.94,"F",12,3,2023,80.7141021173447,112.695194492117
"Meca",1.97,140.42,"M",5,6,2023,-27.3904569447041,54.154885718599
"Outros",1.18,177.15,"F",5,1,2018,-41.4298285078257,19.2811864893883
"Meca",5.48,164.33,"F",16,12,2019,-36.1533636739478,-132.153610540554
"Tubarao Azul",0.73,165.35,"M",8,8,2021,-40.8963606879115,-156.246011294425
"Outros",4.81,115.6,"M",28,11,2018,3.56923552695662,-38.9285708684474
"Tubarao Azul",2.83,180.43,"F",27,4,2023,-25.4720374569297,-142.838027291
"Tubarao Azul",2.7,115.75,"M",12,5,2019,-44.1313663590699,-24.4655895698816
"Albacora bandolim",0.27,173.64,"M",24,11,2021,66.9116793293506,-179.018660606816
"Outros",5.22,121.16,"F",12,3,2022,-18.6133907083422,170.85300123319
"Albacora laje",0.81,146.34,"M",26,3,2021,-68.335833074525,-165.242466134951
"Albacora bandolim",5.81,122.38,"M",15,5,2019,-25.5817926954478,-79.6254872716963
"Tubarao Azul",6.31,116.93,"M",2,6,2020,-30.3917272947729,-33.086996236816
"Tubarao Azul",3.48,140.76,"M",20,3,2020,49.2810212541372,-34.013954596594
"Albacora bandolim",3.5,180.46,"M",11,8,2018,75.4202213650569,21.988124884665
"Albacora bandolim",3.75,146.65,"M",14,4,2022,-88.9307823870331,-14.1871055401862
"Tubarao Azul",6,171.15,"M",17,12,2019,46.5606894996017,149.552579317242
"Outros",1.13,170.78,"F",10,11,2021,4.61164198815823,50.6824203114957
"Albacora bandolim",2.11,183.88,"M",22,3,2020,-6.1194148985669,-103.507477864623
"Tubarao Azul",6.91,146.8,"M",24,5,2018,76.3797455979511,145.81854279153
"Meca",6.33,173.59,"M",1,11,2019,80.4480377119035,59.3653753772378
"Albacora laje",3.9,152.5,"M",22,8,2023,45.8000758755952,31.4240017533302
"Albacora bandolim",4.74,134.47,"F",18,5,2021,-31.429268270731,-171.993215745315
"Outros",1.3,118.88,"F",18,7,2018,88.0902393953875,-100.657472535968
"Albacora laje",3.17,116.35,"M",19,4,2018,-56.3554134126753,-67.7159659378231
"Meca",4.86,137.66,"M",15,6,2021,-74.4343475718051,-44.6574809867889
"Albacora bandolim",0.14,166.49,"M",6,9,2019,-61.9783105608076,50.0731308851391
"Tubarao Azul",4.67,166.1,"F",6,5,2018,-66.3992281677201,57.7642312087119
"Albacora branca",3.47,137.38,"M",1,4,2019,-21.9053991883993,59.1581233497709
"Albacora laje",4.71,120,"F",19,3,2019,-74.2931625014171,174.998749298975
"Albacora bandolim",2.09,187.23,"F",26,10,2019,80.1966594066471,158.090882766992
"Albacora bandolim",5.26,140.8,"F",14,11,2022,-70.6351466523483,-148.333228742704
"Albacora laje",6.17,118.08,"F",9,8,2022,87.725309478119,46.6737701743841
"Albacora laje",3.13,163.52,"M",7,2,2023,-86.3860464747995,-162.94236461632
"Albacora bandolim",3.87,174.96,"F",7,7,2022,-4.19664951972663,66.6924652364105
"Meca",6.23,163.32,"M",6,3,2019,-41.5664159785956,10.659587373957
"Outros",3.7,150.5,"M",15,4,2019,-46.6972273495048,74.7186172194779
"Albacora branca",7.4,167.42,"M",8,5,2019,79.3125579273328,168.470941213891
"Albacora bandolim",1.42,157.01,"M",17,9,2023,61.2394748395309,-166.106149926782
"Outros",1.41,174.57,"M",19,9,2019,-43.9400687394664,-154.320355793461
"Outros",6.92,189.77,"M",10,7,2021,85.9906912548468,169.138080021366
"Albacora bandolim",3.89,164.75,"F",3,4,2018,9.61302529089153,146.309193335474
"Tubarao Azul",7.78,160.52,"M",10,6,2019,-70.1375039247796,-106.23513372615
"Outros",7.79,144.65,"M",4,7,2021,-35.8883708110079,59.932436356321
"Albacora laje",2.95,115.61,"M",14,11,2019,-42.3042646888644,35.6521295942366
"Albacora bandolim",4.04,154.87,"F",23,11,2023,82.1690484182909,149.448828287423
"Outros",2.46,175.11,"M",6,3,2018,49.3801665538922,-155.4885536246
"Albacora laje",4.29,189.73,"F",27,6,2020,-53.8031716737896,22.1641410794109
"Outros",6.1,141.22,"F",10,12,2022,-82.0823946688324,-157.172272363678
"Albacora bandolim",3.69,180.94,"M",9,6,2022,87.2477422887459,97.9318001680076
"Outros",2.68,119.33,"M",10,9,2022,-36.2410606769845,13.8749073073268
"Meca",2.49,151.04,"F",15,4,2019,-18.4169955085963,-31.0381971672177
"Albacora laje",4.45,130.55,"M",7,12,2019,-47.0344587229192,-82.1594516001642
"Meca",2.79,177.42,"M",23,2,2018,-23.759674988687,-104.110238291323
"Albacora bandolim",5.45,153.74,"F",12,4,2020,-23.6492967652157,58.8560885936022
"Albacora laje",3.96,132.93,"M",7,9,2018,-23.8001059368253,64.8411697056144
"Outros",1.89,123.9,"M",26,5,2020,-19.6418896643445,-6.07372686266899
"Tubarao Azul",5.26,163.91,"M",8,9,2020,-19.2358230426908,11.9114230200648
"Meca",3.34,162.31,"F",12,2,2019,55.3120758477598,-83.2433118950576
"Albacora laje",6.73,150.46,"F",8,3,2019,69.6608515782282,8.96329142153263
"Tubarao Azul",6.63,185.7,"M",19,2,2020,-7.12345076724887,159.40293517895
"Albacora bandolim",4.96,156.39,"M",23,8,2020,-89.9156251223758,28.4506876487285
"Albacora bandolim",5.07,120.21,"F",26,8,2023,83.5459208115935,-4.3544318061322
